Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.538,0.1,0.364,0.625,0.031,0.414,0.596,0.871,0.921
A1-A3,0.689,0.273,0.544,0.735,0.143,0.593,0.724,0.814,0.873
A1-A4,0.655,0.233,0.508,0.728,0.103,0.554,0.716,0.873,0.9
A1-A2,0.538,0.1,0.364,0.625,0.031,0.414,0.596,0.871,0.921
A1-A3,0.689,0.273,0.544,0.735,0.143,0.593,0.724,0.814,0.873
A1-A4,0.655,0.233,0.508,0.728,0.103,0.554,0.716,0.873,0.9
