Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.36,0.09,0.289,0.523,0.036,0.386,0.492,0.795,0.858
A1-A4,0.93,0.779,0.858,0.946,0.686,0.905,0.944,0.962,0.963
A1-A3,0.905,0.758,0.845,0.936,0.687,0.912,0.936,0.923,0.978
