Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.573,0.249,0.429,0.675,0.143,0.573,0.663,0.837,0.892
A1-A4,0.956,0.893,0.937,0.965,0.845,0.965,0.965,0.899,0.922
A1-A3,0.991,0.981,0.992,0.991,0.971,0.991,0.991,0.998,0.998
