Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.477,0.138,0.396,0.64,0.072,0.441,0.614,0.799,0.845
A1-A4,0.76,0.428,0.584,0.822,0.288,0.7,0.814,0.842,0.889
A1-A3,0.586,0.138,0.488,0.691,0.057,0.47,0.654,0.797,0.879
