Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.373,0.064,0.291,0.515,0.018,0.28,0.468,0.543,0.732
A1-A3,0.857,0.619,0.729,0.899,0.523,0.871,0.893,0.76,0.843
A1-A4,0.861,0.624,0.731,0.9,0.524,0.872,0.894,0.76,0.843
