Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.542,0.118,0.395,0.643,0.042,0.402,0.608,0.784,0.856
A1-A3,1.0,1.0,0.981,1.0,1.0,1.0,1.0,0.987,0.989
A1-A4,0.998,0.994,0.998,0.999,0.992,0.999,0.999,1.0,1.0
