Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.507,0.096,0.381,0.611,0.03,0.376,0.567,0.885,0.888
A1-A3,0.714,0.274,0.553,0.775,0.121,0.589,0.734,0.965,0.966
A1-A4,0.538,0.13,0.386,0.636,0.048,0.438,0.597,0.768,0.844
