Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.57,0.134,0.418,0.661,0.036,0.467,0.607,0.913,0.916
A1-A3,0.938,0.851,0.886,0.963,0.81,0.956,0.958,0.937,0.962
A1-A4,0.944,0.87,0.896,0.965,0.826,0.959,0.961,0.944,0.967
