Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.591,0.209,0.473,0.685,0.099,0.532,0.667,0.951,0.97
A1-A3,0.957,0.875,0.901,0.976,0.83,0.969,0.976,0.914,0.943
A1-A4,0.961,0.886,0.923,0.978,0.845,0.971,0.978,0.9,0.946
