Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.302,0.072,0.265,0.453,0.041,0.223,0.418,0.257,0.574
A1-A3,0.56,0.238,0.447,0.688,0.127,0.486,0.646,0.719,0.864
A1-A4,0.473,0.116,0.342,0.585,0.034,0.37,0.559,0.453,0.726
