Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.501,0.083,0.364,0.565,0.014,0.375,0.553,0.638,0.681
A1-A4,0.945,0.795,0.88,0.958,0.684,0.927,0.956,0.913,0.955
A1-A3,0.927,0.797,0.826,0.94,0.693,0.927,0.932,0.927,0.939
