Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.322,0.076,0.27,0.507,0.035,0.347,0.48,0.704,0.859
A1-A3,0.998,0.995,0.998,0.999,0.993,0.999,0.999,0.999,0.999
A1-A4,0.987,0.975,0.984,0.996,0.981,0.996,0.996,0.992,0.992
