Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.491,0.097,0.465,0.602,0.031,0.479,0.571,0.921,0.923
A1-A3,0.479,0.198,0.598,0.65,0.123,0.539,0.625,0.879,0.888
A1-A4,0.519,0.216,0.603,0.675,0.129,0.557,0.655,0.945,0.946
