Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.465,0.079,0.339,0.548,0.016,0.355,0.53,0.677,0.789
A1-A4,0.542,0.167,0.408,0.601,0.054,0.47,0.594,0.87,0.893
A1-A3,0.599,0.243,0.568,0.713,0.145,0.592,0.709,0.853,0.896
