Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.454,0.09,0.337,0.579,0.025,0.383,0.547,0.657,0.722
A1-A3,0.636,0.18,0.48,0.692,0.057,0.528,0.68,0.776,0.866
A1-A4,0.67,0.221,0.534,0.739,0.1,0.592,0.725,0.852,0.889
