Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.54,0.149,0.419,0.641,0.071,0.445,0.594,0.861,0.931
A1-A4,0.818,0.608,0.765,0.893,0.526,0.864,0.884,0.938,0.952
A1-A3,0.803,0.587,0.743,0.879,0.498,0.854,0.865,0.89,0.929
