Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.376,0.037,0.288,0.536,0.013,0.36,0.49,0.79,0.801
A1-A3,0.987,0.967,0.974,1.0,1.0,1.0,1.0,0.958,0.994
A1-A4,0.982,0.959,0.98,0.997,0.99,0.997,0.997,0.982,0.997
