Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.443,0.059,0.341,0.558,0.01,0.327,0.509,0.765,0.789
A1-A3,0.587,0.107,0.482,0.641,0.032,0.405,0.6,0.857,0.862
A1-A4,0.603,0.243,0.503,0.727,0.143,0.562,0.706,0.815,0.836
