Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.557,0.141,0.426,0.656,0.042,0.492,0.621,0.931,0.934
A1-A3,0.908,0.72,0.825,0.924,0.597,0.892,0.911,0.943,0.967
A1-A4,0.899,0.708,0.837,0.925,0.586,0.886,0.907,0.871,0.937
