Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.541,0.184,0.419,0.613,0.089,0.489,0.584,0.875,0.93
A1-A3,0.706,0.297,0.557,0.734,0.147,0.572,0.709,0.834,0.875
A1-A4,0.648,0.276,0.535,0.705,0.161,0.534,0.677,0.716,0.833
