Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.508,0.142,0.375,0.571,0.048,0.331,0.536,0.583,0.709
A1-A4,0.558,0.222,0.514,0.672,0.13,0.53,0.651,0.872,0.881
A1-A3,0.516,0.184,0.503,0.633,0.104,0.434,0.623,0.733,0.819
