Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.46,0.137,0.375,0.591,0.066,0.425,0.567,0.907,0.939
A1-A4,0.572,0.231,0.454,0.653,0.136,0.498,0.622,0.718,0.731
A1-A3,0.686,0.364,0.61,0.793,0.233,0.662,0.774,0.866,0.929
