Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.551,0.183,0.474,0.7,0.086,0.492,0.658,0.937,0.956
A1-A3,0.928,0.807,0.878,0.956,0.733,0.947,0.954,0.935,0.972
A1-A4,0.928,0.807,0.878,0.956,0.733,0.947,0.954,0.935,0.972
