Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.483,0.104,0.37,0.599,0.031,0.399,0.57,0.914,0.917
A1-A3,0.957,0.851,0.926,0.977,0.791,0.953,0.977,0.936,0.97
A1-A4,0.963,0.859,0.949,0.983,0.801,0.958,0.983,0.922,0.975
