Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.526,0.196,0.427,0.641,0.103,0.444,0.607,0.903,0.956
A1-A4,0.82,0.517,0.701,0.867,0.387,0.702,0.838,0.87,0.937
A1-A3,0.739,0.461,0.671,0.831,0.361,0.701,0.815,0.849,0.941
