Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.554,0.184,0.416,0.653,0.094,0.451,0.606,0.817,0.826
A1-A4,0.72,0.324,0.594,0.802,0.192,0.599,0.756,0.742,0.834
A1-A3,0.765,0.395,0.596,0.812,0.232,0.58,0.771,0.779,0.901
