Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.539,0.17,0.501,0.633,0.065,0.396,0.585,0.712,0.774
A1-A3,0.461,0.178,0.518,0.616,0.102,0.463,0.589,0.579,0.74
A1-A4,0.462,0.178,0.521,0.616,0.102,0.463,0.589,0.566,0.736
