Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.537,0.145,0.45,0.653,0.062,0.431,0.607,0.915,0.951
A1-A3,0.955,0.883,0.935,0.971,0.835,0.969,0.966,0.919,0.942
A1-A4,0.939,0.869,0.92,0.964,0.832,0.96,0.96,0.927,0.952
