Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.509,0.149,0.375,0.64,0.053,0.461,0.601,0.818,0.887
A1-A3,0.994,0.987,0.995,0.997,0.984,0.997,0.997,0.999,0.999
A1-A4,0.994,0.987,0.995,0.997,0.984,0.997,0.997,0.999,0.999
