Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.456,0.101,0.347,0.577,0.025,0.402,0.533,0.778,0.796
A1-A4,0.92,0.794,0.855,0.935,0.703,0.913,0.935,0.984,0.984
A1-A3,0.98,0.957,0.986,0.983,0.936,0.983,0.983,0.989,0.999
