Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.395,0.083,0.354,0.55,0.025,0.342,0.517,0.657,0.834
A1-A3,0.669,0.223,0.526,0.704,0.084,0.527,0.671,0.835,0.908
A1-A4,0.503,0.119,0.375,0.578,0.039,0.417,0.551,0.749,0.837
