Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.456,0.092,0.333,0.556,0.02,0.375,0.529,0.789,0.843
A1-A3,0.956,0.86,0.895,0.965,0.8,0.947,0.965,0.952,0.987
A1-A4,0.956,0.864,0.906,0.968,0.817,0.95,0.968,0.931,0.984
