Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.423,0.104,0.363,0.579,0.04,0.383,0.541,0.776,0.889
A1-A4,0.605,0.213,0.469,0.697,0.097,0.508,0.68,0.799,0.879
A1-A3,0.725,0.32,0.575,0.79,0.175,0.649,0.768,0.893,0.933
