Iteration,GAS,LAS,NAS-D,NAS-L,NAS,"NAS
+LAS(S)","GAS
+LAS(S)","GAS
+NAS-L(S)","GAS
+NAS-D(S)","GAS
+NAS(S)","GAS
+LAS(S)
+NAS-D(S)","GAS
+LAS(S)
+NAS-L(S)","GAS
+LAS(S)
+(NAS-D
+NAS-L)(S)"
1,0.959,0.949,0.933,0.815,0.87,0.863,0.956,0.807,0.93,0.864,0.93,0.807,0.864
2,0.947,0.952,0.989,0.919,0.943,0.94,0.945,0.915,0.947,0.939,0.944,0.914,0.939
3,0.929,0.917,0.942,0.74,0.791,0.772,0.923,0.72,0.925,0.775,0.918,0.719,0.774
4,0.923,0.868,0.893,0.595,0.65,0.597,0.912,0.561,0.884,0.621,0.883,0.556,0.617
5,0.916,0.834,0.941,0.816,0.846,0.816,0.899,0.799,0.91,0.832,0.893,0.795,0.829
6,0.911,0.845,0.931,0.766,0.805,0.769,0.895,0.743,0.904,0.786,0.887,0.738,0.782
7,0.898,0.81,0.782,0.877,0.728,0.664,0.874,0.863,0.758,0.697,0.751,0.857,0.689
8,0.885,0.683,0.757,0.785,0.64,0.473,0.832,0.757,0.726,0.594,0.708,0.742,0.568
9,0.865,0.639,0.776,0.356,0.0,0.0,0.789,0.256,0.741,0.0,0.716,0.184,0.0
10,0.69,0.698,0.909,0.976,0.0,0.0,0.556,0.683,0.659,0.0,0.512,0.545,0.0
