Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.449,0.111,0.352,0.572,0.041,0.369,0.533,0.652,0.677
A1-A3,0.683,0.316,0.594,0.748,0.164,0.628,0.723,0.933,0.955
A1-A4,0.652,0.285,0.481,0.724,0.148,0.549,0.7,0.806,0.827
