Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.528,0.158,0.404,0.634,0.061,0.456,0.599,0.777,0.793
A1-A3,0.688,0.314,0.564,0.745,0.184,0.614,0.73,0.782,0.801
A1-A4,0.674,0.301,0.534,0.739,0.184,0.598,0.721,0.667,0.791
