Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.407,0.122,0.334,0.575,0.066,0.384,0.547,0.587,0.607
A1-A3,0.675,0.258,0.523,0.743,0.123,0.536,0.717,0.867,0.87
A1-A4,0.568,0.198,0.425,0.663,0.088,0.452,0.63,0.63,0.704
