Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.547,0.182,0.383,0.66,0.073,0.489,0.641,0.686,0.812
A1-A3,0.618,0.202,0.452,0.67,0.075,0.482,0.649,0.739,0.781
A1-A4,0.65,0.295,0.51,0.721,0.175,0.574,0.705,0.804,0.877
