Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.433,0.083,0.364,0.563,0.034,0.341,0.508,0.778,0.804
A1-A4,0.472,0.109,0.385,0.579,0.039,0.393,0.547,0.653,0.668
A1-A3,0.612,0.224,0.507,0.661,0.1,0.502,0.634,0.9,0.947
