Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.404,0.086,0.294,0.55,0.025,0.358,0.515,0.729,0.753
A1-A3,0.536,0.195,0.405,0.634,0.107,0.484,0.618,0.881,0.884
A1-A4,0.351,0.087,0.312,0.559,0.038,0.409,0.553,0.786,0.795
