Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.466,0.116,0.355,0.587,0.054,0.35,0.557,0.708,0.829
A1-A3,0.667,0.287,0.579,0.727,0.141,0.602,0.692,0.955,0.955
A1-A4,0.42,0.056,0.32,0.534,0.015,0.294,0.485,0.66,0.679
