Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.423,0.11,0.325,0.585,0.053,0.379,0.568,0.77,0.886
A1-A4,0.468,0.154,0.35,0.62,0.077,0.454,0.607,0.714,0.84
A1-A3,0.746,0.38,0.558,0.78,0.236,0.658,0.767,0.861,0.926
