Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.578,0.157,0.429,0.644,0.06,0.44,0.605,0.885,0.904
A1-A3,0.712,0.352,0.658,0.791,0.202,0.639,0.746,0.947,0.96
A1-A4,0.622,0.165,0.506,0.694,0.055,0.456,0.65,0.782,0.895
