Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.387,0.101,0.345,0.579,0.045,0.386,0.548,0.708,0.811
A1-A3,0.692,0.326,0.575,0.783,0.2,0.604,0.732,0.753,0.881
A1-A4,0.591,0.212,0.456,0.686,0.113,0.509,0.654,0.726,0.801
