Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.404,0.067,0.325,0.507,0.021,0.31,0.459,0.715,0.733
A1-A3,0.61,0.21,0.513,0.683,0.093,0.501,0.656,0.672,0.808
A1-A4,0.56,0.193,0.482,0.657,0.113,0.496,0.637,0.654,0.808
