Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.517,0.167,0.427,0.667,0.071,0.479,0.618,0.884,0.886
A1-A4,0.614,0.281,0.532,0.725,0.177,0.543,0.688,0.768,0.823
A1-A3,0.614,0.194,0.464,0.675,0.071,0.483,0.625,0.884,0.941
