Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.407,0.074,0.334,0.573,0.018,0.372,0.551,0.821,0.825
A1-A4,0.468,0.129,0.39,0.601,0.051,0.461,0.589,0.773,0.783
A1-A3,0.604,0.167,0.469,0.663,0.063,0.502,0.644,0.901,0.949
