Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.308,0.077,0.272,0.494,0.037,0.351,0.457,0.839,0.846
A1-A3,0.641,0.23,0.499,0.703,0.093,0.52,0.671,0.739,0.822
A1-A4,0.565,0.264,0.478,0.709,0.168,0.579,0.692,0.942,0.947
