Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.408,0.068,0.339,0.549,0.017,0.362,0.496,0.826,0.838
A1-A4,0.508,0.171,0.403,0.626,0.086,0.475,0.597,0.847,0.851
A1-A3,0.569,0.188,0.43,0.631,0.078,0.476,0.592,0.909,0.947
