Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A4,0.621,0.258,0.483,0.698,0.149,0.536,0.676,0.837,0.905
A1-A2,0.537,0.185,0.437,0.667,0.085,0.493,0.636,0.841,0.897
A1-A3,0.758,0.404,0.649,0.812,0.257,0.659,0.771,0.856,0.947
