Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.492,0.122,0.392,0.635,0.053,0.439,0.599,0.87,0.895
A1-A4,0.716,0.267,0.509,0.748,0.122,0.552,0.714,0.728,0.851
A1-A3,0.722,0.307,0.63,0.792,0.167,0.632,0.778,0.959,0.961
