Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.41,0.111,0.313,0.568,0.05,0.395,0.551,0.816,0.879
A1-A4,0.647,0.307,0.496,0.725,0.199,0.548,0.692,0.74,0.819
A1-A3,0.695,0.316,0.574,0.781,0.179,0.627,0.758,0.875,0.956
