Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.551,0.154,0.383,0.612,0.05,0.424,0.6,0.773,0.842
A1-A4,0.665,0.294,0.54,0.732,0.155,0.531,0.705,0.796,0.869
A1-A3,0.813,0.484,0.709,0.832,0.297,0.699,0.798,0.925,0.927
