Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.424,0.086,0.31,0.575,0.036,0.361,0.542,0.666,0.751
A1-A4,0.563,0.155,0.391,0.657,0.066,0.455,0.629,0.72,0.796
A1-A3,0.637,0.216,0.493,0.701,0.092,0.502,0.672,0.859,0.923
