Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.571,0.185,0.451,0.673,0.089,0.485,0.635,0.902,0.938
A1-A4,0.653,0.285,0.521,0.719,0.162,0.567,0.683,0.922,0.929
A1-A3,0.62,0.223,0.561,0.715,0.129,0.563,0.691,0.868,0.917
