Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.483,0.151,0.357,0.597,0.064,0.426,0.577,0.746,0.862
A1-A4,0.602,0.303,0.463,0.731,0.196,0.561,0.709,0.878,0.949
A1-A3,0.549,0.208,0.448,0.672,0.099,0.517,0.656,0.8,0.907
