Comparison,BLEU-1,BLEU-4,METEOR,ROUGE-1,ROUGE-4,ROUGE-L,ROUGE-Lsum,VCS_LCT0,VCS_LCT1
A1-A2,0.386,0.058,0.299,0.522,0.012,0.322,0.49,0.762,0.774
A1-A3,0.605,0.186,0.512,0.708,0.064,0.522,0.69,0.865,0.869
A1-A4,0.681,0.292,0.554,0.74,0.148,0.557,0.718,0.815,0.878
