Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.791,0.836,0.575,0.627,0.631,0.538,0.685,0.449,0.607,0.637,0.601,0.489,0.394,0.029,0.815,0.889,0.791,0.622,0.564,0.729,0.489,0.356,0.242,1.0,1.0,1.0
BLEU-4,0.568,0.578,0.323,0.369,0.264,0.181,0.329,0.188,0.508,0.622,0.598,0.486,0.391,0.028,0.688,0.737,0.519,0.205,0.191,0.424,0.064,0.021,0.09,0.93,0.928,0.997
METEOR,0.858,0.847,0.555,0.548,0.676,0.634,0.732,0.406,0.805,0.765,0.852,0.824,0.484,0.212,0.9,0.904,0.836,0.606,0.568,0.777,0.507,0.24,0.285,0.633,0.685,0.666
ROUGE-1,0.8,0.91,0.75,0.796,0.752,0.685,0.797,0.657,0.751,0.778,0.755,0.661,0.682,0.355,0.857,0.891,0.804,0.63,0.578,0.742,0.517,0.378,0.564,1.0,1.0,1.0
ROUGE-4,0.422,0.447,0.251,0.309,0.14,0.085,0.191,0.129,0.529,0.743,0.749,0.656,0.671,0.338,0.611,0.618,0.349,0.064,0.064,0.253,0.007,0.002,0.095,0.864,0.864,0.993
ROUGE-L,0.798,0.777,0.684,0.71,0.658,0.565,0.694,0.516,0.748,0.778,0.755,0.661,0.682,0.355,0.857,0.884,0.784,0.595,0.556,0.733,0.458,0.152,0.455,0.258,0.417,0.568
ROUGE-Lsum,0.8,0.856,0.727,0.776,0.731,0.667,0.777,0.628,0.751,0.778,0.755,0.661,0.682,0.355,0.857,0.889,0.799,0.625,0.572,0.74,0.497,0.369,0.534,0.998,0.996,1.0
VCS_LCT0,0.712,0.961,0.954,0.909,0.942,0.886,0.949,0.864,0.824,0.697,0.745,0.615,0.586,0.0,0.489,0.882,0.95,0.0,0.152,0.876,0.0,0.0,0.79,0.0,0.049,0.397
VCS_LCT1,0.712,0.961,0.955,0.939,0.943,0.889,0.951,0.894,0.824,0.782,0.753,0.627,0.661,0.0,0.489,0.885,0.95,0.0,0.163,0.876,0.0,0.0,0.854,0.458,0.242,0.397
