Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.867,0.717,0.595,0.574,0.608,0.52,0.501,0.595,0.659,0.666,0.51,0.407,0.39,0.033,0.882,0.853,0.746,0.574,0.608,0.621,0.564,0.335,0.051,1.0,1.0,1.0
BLEU-4,0.716,0.433,0.359,0.322,0.278,0.21,0.217,0.256,0.573,0.647,0.508,0.405,0.388,0.033,0.795,0.67,0.379,0.238,0.219,0.174,0.175,0.005,0.012,0.892,0.899,0.997
METEOR,0.926,0.842,0.581,0.483,0.779,0.701,0.607,0.463,0.892,0.69,0.825,0.79,0.482,0.216,0.934,0.875,0.787,0.606,0.623,0.663,0.583,0.239,0.145,0.563,0.615,0.608
ROUGE-1,0.875,0.866,0.782,0.768,0.769,0.691,0.69,0.745,0.795,0.797,0.677,0.58,0.679,0.369,0.909,0.856,0.77,0.594,0.626,0.646,0.59,0.35,0.343,0.997,0.997,0.997
ROUGE-4,0.605,0.326,0.295,0.26,0.165,0.119,0.142,0.147,0.602,0.75,0.667,0.571,0.659,0.352,0.74,0.525,0.198,0.097,0.085,0.046,0.06,0.0,0.02,0.781,0.792,0.984
ROUGE-L,0.869,0.716,0.724,0.719,0.688,0.601,0.58,0.606,0.795,0.797,0.677,0.58,0.679,0.369,0.909,0.853,0.713,0.588,0.579,0.601,0.545,0.152,0.249,0.229,0.342,0.518
ROUGE-Lsum,0.875,0.823,0.774,0.76,0.751,0.674,0.682,0.723,0.795,0.797,0.677,0.58,0.679,0.369,0.909,0.856,0.766,0.592,0.618,0.639,0.581,0.341,0.333,0.988,0.997,0.997
VCS_LCT0,0.973,0.945,0.953,0.939,0.901,0.86,0.87,0.926,0.878,0.74,0.717,0.518,0.624,0.0,0.829,0.82,0.937,0.0,0.271,0.581,0.251,0.0,0.491,0.0,0.0,0.42
VCS_LCT1,0.973,0.967,0.965,0.951,0.926,0.864,0.875,0.952,0.879,0.801,0.72,0.522,0.673,0.066,0.831,0.82,0.937,0.0,0.286,0.581,0.251,0.0,0.707,0.436,0.055,0.42
