Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.897,0.779,0.383,0.199,0.807,0.663,0.639,0.376,0.671,0.699,0.522,0.425,0.408,0.056,0.806,0.869,0.82,0.449,0.47,0.706,0.405,0.305,0.069,1.0,1.0,1.0
BLEU-4,0.767,0.548,0.172,0.081,0.601,0.401,0.35,0.165,0.567,0.696,0.52,0.423,0.406,0.055,0.657,0.674,0.556,0.091,0.148,0.354,0.055,0.005,0.022,0.901,0.903,0.997
METEOR,0.94,0.918,0.386,0.295,0.928,0.781,0.697,0.401,0.86,0.837,0.822,0.792,0.497,0.247,0.889,0.888,0.859,0.489,0.494,0.708,0.387,0.223,0.18,0.593,0.634,0.625
ROUGE-1,0.898,0.895,0.671,0.547,0.898,0.8,0.776,0.643,0.805,0.809,0.68,0.592,0.676,0.399,0.851,0.872,0.837,0.488,0.498,0.722,0.444,0.345,0.371,0.981,0.981,0.981
ROUGE-4,0.666,0.446,0.145,0.101,0.519,0.313,0.258,0.138,0.572,0.77,0.647,0.563,0.64,0.364,0.565,0.526,0.385,0.016,0.052,0.175,0.008,0.0,0.045,0.761,0.767,0.938
ROUGE-L,0.898,0.798,0.562,0.468,0.861,0.739,0.69,0.477,0.801,0.807,0.679,0.591,0.676,0.399,0.851,0.853,0.819,0.452,0.456,0.681,0.389,0.145,0.278,0.24,0.326,0.525
ROUGE-Lsum,0.898,0.85,0.647,0.524,0.892,0.795,0.767,0.598,0.805,0.807,0.68,0.592,0.676,0.399,0.851,0.868,0.831,0.484,0.496,0.704,0.44,0.328,0.358,0.94,0.959,0.965
VCS_LCT0,0.952,0.958,0.846,0.819,0.979,0.934,0.956,0.841,0.825,0.748,0.681,0.524,0.644,0.0,0.517,0.842,0.897,0.0,0.0,0.814,0.0,0.0,0.693,0.0,0.0,0.389
VCS_LCT1,0.962,0.968,0.891,0.875,0.98,0.936,0.956,0.899,0.836,0.762,0.688,0.537,0.7,0.166,0.523,0.844,0.924,0.0,0.0,0.821,0.0,0.0,0.739,0.435,0.134,0.392
