Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.85,0.809,0.615,0.539,0.766,0.631,0.604,0.308,0.7,0.633,0.605,0.508,0.339,0.036,0.78,0.871,0.793,0.669,0.522,0.622,0.452,0.31,0.15,1.0,1.0,1.0
BLEU-4,0.657,0.602,0.441,0.345,0.54,0.368,0.354,0.113,0.639,0.631,0.602,0.506,0.337,0.036,0.604,0.692,0.531,0.342,0.163,0.199,0.059,0.005,0.045,0.929,0.938,0.997
METEOR,0.897,0.882,0.556,0.497,0.792,0.754,0.695,0.325,0.842,0.838,0.847,0.824,0.439,0.202,0.853,0.891,0.855,0.701,0.515,0.633,0.407,0.221,0.22,0.56,0.653,0.643
ROUGE-1,0.855,0.904,0.791,0.749,0.85,0.765,0.754,0.556,0.825,0.771,0.753,0.674,0.644,0.376,0.821,0.875,0.809,0.692,0.548,0.644,0.475,0.331,0.447,0.994,0.994,0.994
ROUGE-4,0.52,0.511,0.42,0.311,0.439,0.28,0.27,0.085,0.689,0.754,0.737,0.659,0.624,0.359,0.499,0.548,0.368,0.175,0.055,0.059,0.007,0.0,0.044,0.844,0.859,0.974
ROUGE-L,0.853,0.792,0.761,0.702,0.792,0.707,0.667,0.427,0.825,0.771,0.753,0.674,0.644,0.376,0.821,0.868,0.783,0.688,0.504,0.62,0.421,0.144,0.316,0.224,0.417,0.568
ROUGE-Lsum,0.855,0.866,0.786,0.741,0.842,0.758,0.739,0.542,0.825,0.771,0.751,0.673,0.642,0.373,0.821,0.875,0.802,0.69,0.543,0.64,0.464,0.305,0.425,0.963,0.974,0.994
VCS_LCT0,0.891,0.982,0.96,0.931,0.97,0.914,0.895,0.698,0.844,0.73,0.66,0.523,0.582,0.0,0.455,0.781,0.95,0.0,0.329,0.619,0.0,0.0,0.733,0.0,0.047,0.425
VCS_LCT1,0.896,0.982,0.974,0.96,0.974,0.915,0.897,0.907,0.848,0.734,0.669,0.545,0.695,0.0,0.455,0.79,0.962,0.0,0.331,0.628,0.0,0.0,0.871,0.46,0.326,0.425
