Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.965,0.845,0.263,0.136,0.841,0.764,0.814,0.313,0.801,0.657,0.593,0.499,0.285,0.009,0.858,0.908,0.796,0.673,0.612,0.671,0.489,0.322,0.07,1.0,1.0,1.0
BLEU-4,0.916,0.614,0.125,0.05,0.652,0.533,0.606,0.164,0.758,0.654,0.581,0.488,0.278,0.009,0.73,0.766,0.545,0.339,0.249,0.321,0.076,0.009,0.023,0.933,0.939,0.997
METEOR,0.975,0.921,0.316,0.223,0.917,0.901,0.86,0.325,0.918,0.852,0.824,0.799,0.403,0.171,0.904,0.926,0.827,0.71,0.619,0.707,0.474,0.224,0.18,0.562,0.659,0.596
ROUGE-1,0.965,0.94,0.585,0.477,0.9,0.861,0.881,0.601,0.89,0.788,0.74,0.662,0.603,0.29,0.88,0.909,0.805,0.679,0.645,0.691,0.519,0.35,0.397,0.99,0.99,0.99
ROUGE-4,0.872,0.515,0.153,0.068,0.558,0.433,0.518,0.175,0.797,0.764,0.692,0.619,0.563,0.26,0.645,0.648,0.392,0.17,0.108,0.164,0.013,0.0,0.044,0.838,0.855,0.964
ROUGE-L,0.965,0.813,0.52,0.397,0.888,0.83,0.85,0.532,0.89,0.786,0.738,0.66,0.603,0.29,0.88,0.903,0.786,0.672,0.61,0.658,0.456,0.155,0.319,0.247,0.548,0.537
ROUGE-Lsum,0.965,0.894,0.565,0.454,0.896,0.851,0.875,0.558,0.89,0.786,0.738,0.66,0.603,0.29,0.88,0.907,0.799,0.679,0.636,0.686,0.504,0.33,0.383,0.927,0.966,0.99
VCS_LCT0,0.983,0.899,0.91,0.81,0.979,0.925,0.959,0.821,0.947,0.761,0.719,0.603,0.607,0.0,0.717,0.921,0.962,0.258,0.556,0.79,0.366,0.0,0.812,0.0,0.13,0.433
VCS_LCT1,0.989,0.92,0.918,0.9,0.982,0.951,0.981,0.92,0.947,0.774,0.761,0.679,0.655,0.0,0.721,0.921,0.962,0.268,0.562,0.79,0.384,0.0,0.904,0.405,0.178,0.439
