Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.928,0.867,0.453,0.192,0.593,0.495,0.538,0.395,0.621,0.663,0.574,0.476,0.345,0.029,0.823,0.851,0.84,0.679,0.61,0.61,0.496,0.271,0.29,1.0,1.0,1.0
BLEU-4,0.837,0.696,0.209,0.066,0.266,0.187,0.229,0.105,0.526,0.651,0.57,0.473,0.342,0.029,0.656,0.681,0.642,0.358,0.259,0.26,0.084,0.005,0.133,0.927,0.929,0.996
METEOR,0.945,0.911,0.445,0.294,0.698,0.622,0.596,0.39,0.829,0.73,0.812,0.788,0.423,0.2,0.868,0.87,0.869,0.706,0.652,0.65,0.466,0.242,0.342,0.589,0.673,0.644
ROUGE-1,0.929,0.94,0.688,0.523,0.752,0.663,0.683,0.586,0.768,0.791,0.728,0.645,0.642,0.362,0.848,0.851,0.845,0.698,0.625,0.626,0.521,0.328,0.597,0.991,0.991,0.991
ROUGE-4,0.76,0.621,0.151,0.053,0.157,0.106,0.121,0.053,0.545,0.749,0.706,0.624,0.615,0.339,0.543,0.548,0.492,0.19,0.109,0.11,0.014,0.0,0.121,0.84,0.842,0.966
ROUGE-L,0.929,0.866,0.582,0.446,0.671,0.554,0.561,0.447,0.768,0.791,0.726,0.643,0.642,0.362,0.848,0.843,0.831,0.698,0.611,0.614,0.489,0.149,0.482,0.241,0.437,0.577
ROUGE-Lsum,0.929,0.916,0.67,0.511,0.736,0.642,0.656,0.558,0.768,0.791,0.728,0.645,0.642,0.362,0.848,0.849,0.845,0.698,0.625,0.623,0.521,0.316,0.57,0.974,0.972,0.991
VCS_LCT0,0.958,0.99,0.938,0.791,0.922,0.923,0.892,0.868,0.894,0.669,0.603,0.435,0.68,0.0,0.594,0.854,0.976,0.0,0.327,0.651,0.0,0.0,0.84,0.0,0.0,0.441
VCS_LCT1,0.958,0.99,0.951,0.881,0.958,0.926,0.947,0.93,0.894,0.771,0.608,0.45,0.732,0.0,0.594,0.854,0.976,0.0,0.327,0.651,0.013,0.0,0.92,0.45,0.2,0.441
