Metric,Synonym Substitution,Active <-> Passive Transformation,Brevity - L1,Brevity - L2,Verbosity - L1,Verbosity - L2,Macro-Actions -> Micro-Actions,Micro-Actions -> Macro-Actions,"Insert Attributes, Emotions and Scene",Scattered Segments Repetition (~50%),Addition (~50%),Addition (~80%),Deletion (~50%),Deletion (~80%),Subject Corruption,Object Corruption,Action Corruption,Subject-Object Corruption,Subject-Action Corruption,Object-Action Corruption,Subject-Action-Object Corruption,Complete Corruption,Summarization,Reverse Segments Order,Jumble Segments Order,Rotate Half Paragraph
BLEU-1,0.786,0.777,0.499,0.401,0.787,0.708,0.7,0.379,0.73,0.655,0.661,0.569,0.404,0.032,0.864,0.877,0.781,0.667,0.601,0.671,0.503,0.32,0.115,1.0,1.0,1.0
BLEU-4,0.541,0.52,0.297,0.212,0.538,0.447,0.475,0.155,0.668,0.654,0.658,0.566,0.401,0.031,0.736,0.741,0.491,0.303,0.207,0.323,0.083,0.004,0.055,0.95,0.953,0.997
METEOR,0.853,0.898,0.541,0.466,0.831,0.805,0.772,0.397,0.886,0.861,0.869,0.849,0.495,0.215,0.908,0.895,0.818,0.68,0.643,0.723,0.478,0.229,0.251,0.632,0.68,0.669
ROUGE-1,0.794,0.884,0.741,0.685,0.865,0.819,0.824,0.651,0.841,0.791,0.795,0.725,0.683,0.366,0.886,0.876,0.797,0.668,0.627,0.692,0.515,0.338,0.468,0.994,0.994,0.994
ROUGE-4,0.387,0.411,0.262,0.19,0.409,0.335,0.411,0.105,0.703,0.776,0.777,0.708,0.656,0.328,0.644,0.632,0.311,0.137,0.068,0.165,0.015,0.0,0.108,0.881,0.888,0.975
ROUGE-L,0.786,0.761,0.695,0.624,0.828,0.779,0.778,0.525,0.839,0.787,0.793,0.723,0.683,0.366,0.886,0.874,0.759,0.66,0.571,0.652,0.473,0.147,0.367,0.217,0.415,0.503
ROUGE-Lsum,0.788,0.824,0.731,0.675,0.863,0.818,0.813,0.618,0.839,0.787,0.795,0.725,0.683,0.366,0.886,0.876,0.784,0.668,0.615,0.675,0.508,0.321,0.424,0.994,0.994,0.994
VCS_LCT0,0.966,0.985,0.91,0.911,0.947,0.919,0.951,0.962,0.881,0.771,0.733,0.648,0.69,0.021,0.923,0.839,0.975,0.317,0.626,0.742,0.202,0.0,0.922,0.0,0.067,0.437
VCS_LCT1,0.966,0.985,0.95,0.949,0.949,0.933,0.971,0.964,0.885,0.785,0.789,0.687,0.787,0.111,0.923,0.842,0.975,0.317,0.626,0.742,0.232,0.0,0.935,0.439,0.118,0.437
